"target","Tm1","Tm2","Tm3","Tm4","Tm5","Tm6","Tm7","Tm8","Tm9","Tm10","Tm11","Tm12","Tm13","Tm14","Tm15","Tm16","Tm17","Tm18","Tm19","Tm20"
16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064,-329864906,189977560,-2533665,208091343,186176773,433794288,706187710,-1114832,167254132,147936444
45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064,-329864906,189977560,-2533665,208091343,186176773,433794288,706187710,-1114832,167254132
309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064,-329864906,189977560,-2533665,208091343,186176773,433794288,706187710,-1114832
139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064,-329864906,189977560,-2533665,208091343,186176773,433794288,706187710
-271853225,139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064,-329864906,189977560,-2533665,208091343,186176773,433794288
160909077,-271853225,139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064,-329864906,189977560,-2533665,208091343,186176773
-45502182,160909077,-271853225,139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064,-329864906,189977560,-2533665,208091343
116801303,-45502182,160909077,-271853225,139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064,-329864906,189977560,-2533665
27741757,116801303,-45502182,160909077,-271853225,139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064,-329864906,189977560
150552290,27741757,116801303,-45502182,160909077,-271853225,139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064,-329864906
146633891,150552290,27741757,116801303,-45502182,160909077,-271853225,139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648,-62218064
-285037029,146633891,150552290,27741757,116801303,-45502182,160909077,-271853225,139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194,348318648
-94856857,-285037029,146633891,150552290,27741757,116801303,-45502182,160909077,-271853225,139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559,517520194
53377863,-94856857,-285037029,146633891,150552290,27741757,116801303,-45502182,160909077,-271853225,139524382,309372593,45810777,16031118,-206522806,154848264,25129608,-9291046,-9977805,-100797215,461604559
