"mars_nk_7_d_2_t_0.001","mars_nk_7_d_5_t_0.001","ppr_2_nterms_supsmu_method","ppr_5_nterms_supsmu_method","svm_rbfdot_g_0.1c_1","svm_vanilladot_g_0.1c_1","svm_polydot_g_0.1c_1","svm_laplacedot_g_0.1c_1","glm_ridge_gaussian","glm_enet_0.5_gaussian","glm_lasso_gaussian","rf_n_500","rf_n_250","cub_50it0_nn","cub_10it0_nn","cub_1it0_nn","mvr_simpls","mvr_svdpc","gbm_gaussian_500_t_3_id_0.01_sh","nnet_s_7_d_0.01_m_2000","nnet_s_15_d_0.01_m_2000"
488.076,488.076,16.461,10.587,8.06,26.227,26.227,7.716,26.218,25.515,25.515,5.432,5.442,6.061,6.883,7.525,25.511,25.511,17.923,17.162,12.991
