"target","Tm1","Tm2","Tm3","Tm4","Tm5","Tm6","Tm7","Tm8","Tm9","Tm10","Tm11","Tm12","Tm13","Tm14","Tm15","Tm16","Tm17","Tm18","Tm19","Tm20"
-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132,-0.0292549529031322,-0.3,-0.1,-0.2,0,-0.4,-0.6,0,0.2,-0.6
0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132,-0.0292549529031322,-0.3,-0.1,-0.2,0,-0.4,-0.6,0,0.2
0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132,-0.0292549529031322,-0.3,-0.1,-0.2,0,-0.4,-0.6,0
1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132,-0.0292549529031322,-0.3,-0.1,-0.2,0,-0.4,-0.6
2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132,-0.0292549529031322,-0.3,-0.1,-0.2,0,-0.4
-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132,-0.0292549529031322,-0.3,-0.1,-0.2,0
-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132,-0.0292549529031322,-0.3,-0.1,-0.2
-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132,-0.0292549529031322,-0.3,-0.1
-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132,-0.0292549529031322,-0.3
0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132,-0.0292549529031322
0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0,0.129254952903132
-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4,0
-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9,0.4
0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2,0.9
-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5,0.2
0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2,-0.5
0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1,-0.2
3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3,0.1
-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1,0.3
0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7,1
-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0,-0.7
-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7,0
0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9,0.7
0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1,1.9
0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001,2.1
-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2,-0.800000000000001
-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4,-2.2
1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5,-2.4
-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7,-0.5
2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2,0.7
-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5,0.2
-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6,-0.5
1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376,-0.6
-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376,0.340542573535376
-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2,-0.540542573535376
-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6,0.2
0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3,0.6
-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228,3
0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749,-1.37225018724228
0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4,0.0722501872422749
0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6,-0.4
1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4,-0.6
1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2,0.4
-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2,0.2
0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1,0.2
-0.5,0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4,-0.1
-0.8,-0.5,0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5,-0.4
-0.8,-0.8,-0.5,0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2,1.5
0,-0.8,-0.8,-0.5,0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9,-0.2
0.5,0,-0.8,-0.8,-0.5,0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2,2.9
-0.2,0.5,0,-0.8,-0.8,-0.5,0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9,-2.2
0.9,-0.2,0.5,0,-0.8,-0.8,-0.5,0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9,-0.9
1,0.9,-0.2,0.5,0,-0.8,-0.8,-0.5,0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7,1.9
0,1,0.9,-0.2,0.5,0,-0.8,-0.8,-0.5,0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8,-2.7
0,0,1,0.9,-0.2,0.5,0,-0.8,-0.8,-0.5,0.899999999999999,-0.5,1,1.2,0.3,0.2,0.0883639196265784,-0.788363919626578,0.0999999999999999,-0.3,-0.8
